rir_path,dims,area_m2,alpha,fullband_T30_ms,source_distance_m,azimuth_deg,elevation_deg,source_pos_xyz,distance,fs,room_id,split
RIR_dataset/RIR_data/test/auto_000068.wav,"[5.996, 3.546, 3.0]",21.26,0.0889,1157.1,2.1,89,-41,"[3.026, 3.358, 0.122]",2.1,48000,cdd67b43,test
RIR_dataset/RIR_data/test/auto_000069.wav,"[6.287, 2.823, 3.0]",17.75,0.5515,172.4,0.79,-104,42,"[3.001, 0.842, 2.029]",0.79,48000,2290cb4a,test
RIR_dataset/RIR_data/test/auto_000070.wav,"[6.601, 3.692, 3.0]",24.37,0.0954,1116.6,2.07,-104,42,"[2.928, 0.353, 2.885]",2.07,48000,f64f77e0,test
RIR_dataset/RIR_data/test/auto_000071.wav,"[9.135, 5.272, 3.0]",48.16,0.6983,182.3,0.59,-160,41,"[4.149, 2.484, 1.887]",0.59,48000,59a33047,test
RIR_dataset/RIR_data/test/auto_000072.wav,"[9.027, 4.832, 3.0]",43.61,0.6188,199.8,2.01,-68,-44,"[5.055, 1.075, 0.104]",2.01,48000,9f99fbf3,test
RIR_dataset/RIR_data/test/auto_000073.wav,"[10.616, 5.721, 3.0]",60.74,0.7515,177.9,2.02,-3,-41,"[6.83, 2.781, 0.175]",2.02,48000,e2aea4b0,test
RIR_dataset/RIR_data/test/auto_000074.wav,"[12.04, 4.861, 3.0]",58.53,0.6709,192.9,0.97,-30,-46,"[6.604, 2.094, 0.802]",0.97,48000,bae097f4,test
RIR_dataset/RIR_data/test/auto_000075.wav,"[23.424, 10.012, 3.0]",234.52,0.8805,192.1,0.75,8,41,"[12.273, 5.085, 1.992]",0.75,48000,08d6205d,test
RIR_dataset/RIR_data/test/auto_000076.wav,"[7.789, 6.141, 3.0]",47.83,0.108,1193.1,2.08,-175,-42,"[2.355, 2.936, 0.108]",2.08,48000,c42ec656,test
RIR_dataset/RIR_data/test/auto_000077.wav,"[13.717, 6.369, 3.0]",87.36,0.133,1074.5,2.03,62,-43,"[7.556, 4.495, 0.116]",2.03,48000,550efd75,test
RIR_dataset/RIR_data/test/auto_000078.wav,"[21.662, 11.666, 3.0]",252.71,0.95,169.2,2.09,-28,41,"[12.224, 5.092, 2.871]",2.09,48000,52d889f0,test
RIR_dataset/RIR_data/test/auto_000079.wav,"[17.225, 11.12, 3.0]",191.54,0.95,175.3,2.04,-171,42,"[7.115, 5.323, 2.865]",2.04,48000,a3d08e6a,test
RIR_dataset/RIR_data/test/auto_000080.wav,"[14.44, 6.808, 3.0]",98.31,0.8168,179.4,0.82,115,42,"[6.962, 3.956, 2.049]",0.82,48000,0e0da405,test
RIR_dataset/RIR_data/test/auto_000081.wav,"[8.141, 3.514, 3.0]",28.6,0.0869,1250.0,2.07,20,-41,"[5.539, 2.291, 0.142]",2.07,48000,200be94e,test
RIR_dataset/RIR_data/test/auto_000082.wav,"[22.458, 10.172, 3.0]",228.45,0.95,172.6,2.04,7,-41,"[12.757, 5.274, 0.162]",2.04,48000,aa7a3236,test
RIR_dataset/RIR_data/test/auto_000083.wav,"[12.701, 6.88, 3.0]",87.38,0.8544,169.0,2.04,-163,41,"[4.878, 2.99, 2.838]",2.04,48000,20a58ff4,test
RIR_dataset/RIR_data/test/auto_000084.wav,"[8.835, 4.53, 3.0]",40.02,0.6841,176.3,2.06,-9,-42,"[5.93, 2.026, 0.122]",2.06,48000,4aa4dba4,test
RIR_dataset/RIR_data/test/auto_000085.wav,"[8.957, 4.094, 3.0]",36.67,0.6324,184.7,2.09,-114,41,"[3.837, 0.606, 2.871]",2.09,48000,b4383ebd,test
RIR_dataset/RIR_data/test/auto_000086.wav,"[12.034, 6.814, 3.0]",82.01,0.8212,174.1,2.03,114,-43,"[5.413, 4.763, 0.116]",2.03,48000,bdf6c23e,test
RIR_dataset/RIR_data/test/auto_000087.wav,"[5.251, 3.213, 3.0]",16.87,0.5115,188.5,2.01,66,-43,"[3.223, 2.949, 0.129]",2.01,48000,420a3355,test
RIR_dataset/RIR_data/test/auto_000088.wav,"[5.085, 3.196, 3.0]",16.26,0.5439,175.6,2.07,26,41,"[3.947, 2.283, 2.858]",2.07,48000,ecdefe1c,test
RIR_dataset/RIR_data/test/auto_000089.wav,"[13.179, 9.935, 3.0]",130.93,0.9304,169.7,2.04,61,42,"[7.324, 6.293, 2.865]",2.04,48000,b00c28fa,test
RIR_dataset/RIR_data/test/auto_000090.wav,"[8.191, 3.968, 3.0]",32.5,0.5974,190.5,2.13,-170,-41,"[2.512, 1.705, 0.103]",2.13,48000,18691f50,test
RIR_dataset/RIR_data/test/auto_000091.wav,"[9.923, 7.362, 3.0]",73.06,0.8358,169.0,2.03,-28,42,"[6.294, 2.973, 2.858]",2.03,48000,41c16e83,test
RIR_dataset/RIR_data/test/auto_000092.wav,"[9.727, 5.625, 3.0]",54.72,0.7469,175.6,2.06,117,42,"[4.168, 4.177, 2.878]",2.06,48000,8b5dae76,test
RIR_dataset/RIR_data/test/auto_000093.wav,"[7.063, 5.659, 3.0]",39.97,0.648,190.7,2.1,145,41,"[2.233, 3.739, 2.878]",2.101,48000,1870e675,test
RIR_dataset/RIR_data/test/auto_000094.wav,"[12.034, 6.814, 3.0]",82.01,0.8212,174.1,2.01,-100,-42,"[5.758, 1.936, 0.155]",2.01,48000,bdf6c23e,test
RIR_dataset/RIR_data/test/auto_000095.wav,"[6.593, 3.423, 3.0]",22.57,0.5761,179.8,2.05,98,42,"[3.084, 3.22, 2.872]",2.05,48000,3845edac,test
